#name	chrom	strand	txStart	txEnd	exonEnds	exonStarts
ZNF341	chr20	+	32319463	32380075	32319858,32328818,32333105,32336878,32341229,32345128,32346612,32349861,32354847,32358098,32369193,32371670,32376780,32377394,	32328708,32332909,32336729,32340978,32344954,32346522,32349668,32354657,32357890,32369097,32371538,32376669,32377324,32378794,
RALY	chr20	+	32581528	32668077	32581937,32619410,32660136,32661441,32661672,32663846,32664621,32665051,32666359,	32619328,32659872,32661369,32661625,32663680,32664508,32664834,32666311,32667716,
ITCH	chr20	+	32951041	33099198	32951155,32957276,32981687,32996598,33000445,33001685,33012331,33026436,33028149,33030108,33033266,33037285,33045279,33050026,33057925,33059320,33065665,33067594,33068537,33069011,33077191,33077731,33080402,33092208,	32957200,32981597,32996457,33000321,33001548,33012286,33026279,33027960,33030013,33033092,33037216,33045195,33049898,33057853,33059249,33065577,33067435,33068404,33068871,33077071,33077627,33080306,33092136,33095500,
TP53INP2	chr20	+	33292094	33301243	33292316,33293278,33296667,33297328,	33293162,33296495,33297040,33297862,
MMP24	chr20	+	33814457	33864803	33814787,33834791,33839824,33842557,33851755,33855222,33857701,33859638,	33834643,33839708,33842253,33851594,33855008,33857563,33859372,33862075,
UQCC1	chr20	-	33890369	33999944	33891872,33894582,33902568,33935075,33954417,33962059,33969828,33971936,33981999,	33894469,33902491,33934967,33954360,33961987,33969721,33971841,33981895,33999743,
CEP250	chr20	+	34043150	34107108	34043572,34046195,34047925,34050378,34051456,34053650,34054029,34054897,34055380,34057811,34059976,34060656,34061377,34061877,34063471,34064420,34065926,34067249,34067598,34067970,34078630,34079172,34081399,34082484,34084544,34085896,34086545,34087998,34089678,34089793,34092833,34095680,34096019,34096873,34097883,34105964,	34046125,34047803,34050090,34051400,34053568,34053864,34054791,34055129,34057715,34059875,34060498,34061199,34061695,34063327,34064274,34065696,34067056,34067471,34067801,34078463,34079038,34081256,34082351,34084406,34085548,34086424,34087878,34089672,34089680,34090218,34095567,34095864,34096772,34097827,34099192,34105976,
PHF20	chr20	+	34359905	34538303	34360001,34389527,34430666,34435356,34446303,34451322,34457473,34459056,34459751,34487570,34501269,34502119,34505584,34515801,34519366,34527030,34528969,	34389413,34430495,34435272,34446224,34450935,34457360,34458877,34459572,34487292,34501171,34501955,34505406,34515702,34519171,34526619,34528786,34535407,
DLGAP4	chr20	+	34894258	35157040	34894434,34995678,35061119,35064753,35068271,35071180,35075340,35125469,35127724,35129014,35152744,35154409,	34995448,35060049,35064512,35068157,35071130,35075100,35125108,35127645,35128602,35152653,35154254,35155216,
SLA2	chr20	-	35240721	35274619	35242389,35242840,35243777,35261101,35262032,35262992,35269781,	35242708,35243628,35260998,35261946,35262893,35269648,35274240,
DSN1	chr20	-	35380194	35402154	35381300,35383253,35384232,35386564,35387020,35390951,35395244,35396445,35399596,35399876,	35383166,35384085,35386490,35386961,35390864,35395172,35396372,35399276,35399828,35401797,
TLDC2	chr20	+	35504534	35522638	35504610,35506457,35507596,35509153,35515931,35517806,	35506302,35507444,35509058,35515858,35517654,35521265,
SAMHD1	chr20	-	35518632	35580246	35521469,35526362,35526947,35532652,35533906,35539736,35540955,35545233,35545452,35547922,35555655,35559278,35563592,35569514,35575207,	35526225,35526843,35532560,35533767,35539621,35540864,35545125,35545352,35547767,35555585,35559163,35563432,35569442,35575141,35579839,
CTNNBL1	chr20	+	36322408	36500531	36322554,36361469,36365886,36375009,36386058,36393692,36396446,36405819,36406114,36407737,36431450,36468601,36470821,36488438,36488746,	36361281,36365780,36374870,36385961,36393599,36396355,36405747,36406056,36407589,36431269,36468504,36470741,36488301,36488674,36500327,
VSTM2L	chr20	+	36531506	36573752	36531873,36560206,36561991,	36560037,36561941,36572383,
BPI	chr20	+	36932525	36965907	36932755,36936083,36937460,36939054,36940339,36946878,36948676,36952448,36953235,36954834,36956057,36959492,36962895,36964076,	36935969,36937332,36938893,36940276,36946815,36948585,36952272,36953176,36954667,36955990,36959450,36962832,36964000,36965548,
SLC32A1	chr20	+	37353105	37358015	37353757,	37356095,
PPP1R16B	chr20	+	37434348	37551667	37434435,37464818,37518308,37524353,37529327,37531435,37534737,37535697,37536578,37536836,	37464468,37518238,37524208,37529224,37531311,37534612,37535622,37536449,37536671,37546800,
DHX35	chr20	+	37590978	37668366	37591050,37597857,37601294,37612419,37617560,37620158,37621068,37623523,37630485,37631511,37632550,37634999,37639047,37643577,37647542,37650578,37652410,37654002,37657142,37659418,37662960,	37597724,37601202,37612342,37617456,37620097,37620999,37623464,37630373,37631415,37632392,37634789,37638923,37643523,37647447,37650484,37652333,37653873,37657061,37659347,37662849,37667142,
TOP1	chr20	+	39657458	39753127	39657740,39658095,39690130,39704934,39706277,39708820,39709880,39713208,39721227,39725981,39726977,39728883,39729993,39741565,39742795,39744079,39745032,39746936,39750430,39750795,	39658071,39690034,39704811,39706222,39708725,39709805,39713102,39721112,39725860,39726855,39728696,39729849,39741422,39742610,39744011,39744918,39746809,39750336,39750646,39751835,
LPIN3	chr20	+	39969612	39989040	39969642,39974635,39976287,39977527,39977812,39978534,39979037,39980560,39980860,39981339,39981507,39983377,39983503,39984674,39985828,39986087,39986674,39986991,39987182,	39974436,39976192,39977259,39977729,39978414,39978695,39980461,39980700,39981246,39981438,39983285,39983460,39984536,39985680,39986001,39986522,39986877,39987079,39987362,
CHD6	chr20	-	40030741	40247133	40034129,40040903,40042155,40044278,40045434,40045989,40050719,40052340,40054034,40054793,40065974,40068769,40074408,40076611,40079745,40080665,40081582,40083376,40084619,40086068,40102157,40112159,40113247,40116448,40117244,40118661,40120459,40122312,40122584,40126141,40126866,40127997,40141634,40143591,40162209,40179999,	40040784,40041964,40043826,40045228,40045838,40049148,40052132,40053818,40054733,40065914,40068640,40074305,40076522,40079586,40080466,40081380,40083266,40084440,40085904,40101962,40111949,40112992,40116305,40117068,40118418,40120338,40122178,40122498,40126024,40126808,40127935,40141485,40143444,40161689,40179944,40246979,
SGK2	chr20	+	42187608	42214317	42187799,42193926,42195171,42195757,42196362,42196639,42198156,42199369,42199700,42200777,42203644,42205019,42208701,	42193682,42195113,42195708,42196305,42196556,42198025,42199257,42199664,42200691,42203549,42204864,42208612,42213492,
MYBL2	chr20	+	42295797	42345136	42295943,42302539,42310495,42311526,42315712,42320959,42328684,42331543,42333998,42338702,42340241,42341746,42343923,	42302446,42310424,42311434,42315492,42320797,42328397,42331130,42333859,42338603,42340128,42341642,42343774,42344599,
TOX2	chr20	+	42543504	42697657	42543630,42602072,42635432,42680185,42683166,42693497,42694747,42695497,	42602007,42635187,42679946,42682939,42693417,42694352,42695370,42697290,
TTPAL	chr20	+	43104526	43123244	43104631,43109084,43113170,43115346,	43108625,43112977,43115236,43117904,
ADA	chr20	-	43248163	43280383	43248488,43249042,43249788,43251293,43251571,43251719,43252970,43254325,43255240,43257810,43264929,	43248940,43249659,43251229,43251470,43251648,43252843,43254210,43255097,43257688,43264868,43280216,
RIMS4	chr20	-	43380449	43438979	43384993,43385678,43386412,43386825,43400054,	43385539,43386311,43386713,43399916,43438816,
YWHAB	chr20	+	43514317	43537173	43514527,43530474,43532757,43533772,43534737,	43530172,43532634,43533609,43534642,43535023,
STK4	chr20	+	43595115	43708600	43595244,43600799,43607212,43610584,43615937,43623898,43625947,43629161,43629994,43653771,	43600719,43607084,43610470,43615773,43623731,43625810,43629033,43629808,43653614,43703659,
EPPIN-WFDC6	chr20	-	44165625	44176065	44166189,44166733,44171506,44174409,	44166603,44171339,44174278,44175906,
EPPIN	chr20	-	44169265	44176063	44170793,44171506,44174409,	44171339,44174278,44175906,
DNTTIP1	chr20	+	44420576	44440066	44420748,44421386,44422656,44424082,44429781,44430097,44430696,44432017,44433843,44434005,44437824,44439579,	44421316,44422560,44423984,44429713,44430041,44430638,44431972,44433785,44433945,44437753,44439524,44439696,
PCIF1	chr20	+	44563267	44576662	44563443,44566224,44567762,44567978,44569251,44569578,44569846,44571883,44572062,44572404,44573669,44574522,44574754,44575023,44575805,44576077,	44566057,44567620,44567854,44569114,44569448,44569692,44571736,44571979,44572305,44573507,44574350,44574668,44574839,44575712,44575902,44576163,
NCOA5	chr20	-	44689624	44718591	44691528,44692319,44693867,44695820,44697277,44699175,44708092,	44691999,44693668,44695694,44697141,44698849,44708026,44718456,
CDH22	chr20	-	44802372	44880334	44803716,44806836,44815344,44815586,44828198,44839199,44841827,44845632,44856266,44869896,	44806585,44815227,44815465,44828062,44838946,44841634,44845465,44856147,44869602,44879679,
SLC13A3	chr20	-	45186472	45280079	45188837,45192190,45195029,45204324,45212308,45216802,45217894,45221168,45224981,45228676,45239248,45242364,	45192053,45194868,45204212,45212211,45216698,45217799,45221043,45224796,45228610,45239085,45242099,45279950,
SLC2A10	chr20	+	45338126	45364986	45338379,45354963,45355625,45358127,	45353680,45355503,45357992,45362395,
EYA2	chr20	+	45523263	45817492	45523626,45618758,45630112,45633723,45644936,45700891,45702974,45718020,45725807,45771787,45797845,45801515,45808560,45809584,45812039,	45618640,45630067,45633581,45644820,45700824,45702797,45717878,45725724,45771698,45797787,45801355,45808446,45809463,45811939,45816701,
ZMYND8	chr20	-	45839085	45985441	45839542,45841370,45848975,45850125,45853209,45856024,45858552,45865260,45867882,45875261,45878183,45891172,45905539,45910961,45912392,45916028,45919018,45920632,45923523,45927691,45938948,45976670,	45841287,45848909,45849965,45852970,45855946,45858472,45865070,45867502,45874752,45878031,45891032,45905058,45910846,45912315,45915973,45918931,45920540,45923410,45927473,45938800,45976600,45985401,
SULF2	chr20	-	46285656	46415330	46287136,46288196,46288474,46290640,46291956,46292366,46292933,46294037,46294697,46295232,46301137,46305367,46305878,46307548,46311913,46313325,46319039,46331414,46365686,46386207,	46288143,46288441,46290517,46291814,46292197,46292874,46293943,46294601,46295004,46300942,46305238,46305822,46307420,46311738,46313175,46318870,46331263,46365447,46385933,46414579,
PREX1	chr20	-	47240790	47444420	47242465,47244153,47244501,47246159,47247332,47248929,47249177,47251313,47253221,47254290,47256432,47258796,47259027,47261035,47262595,47266114,47266744,47267593,47268121,47269244,47270035,47271913,47273726,47274766,47276599,47282893,47292806,47295947,47296292,47297873,47305342,47307634,47309328,47317424,47324959,47342928,47351187,47361684,47364417,	47244086,47244399,47245987,47247266,47248815,47249034,47251214,47253001,47254249,47256304,47258706,47258945,47260947,47262389,47265838,47266534,47267432,47267934,47269124,47269899,47271828,47273578,47274674,47276457,47282821,47292731,47295898,47296189,47297773,47305195,47307485,47309210,47317291,47324798,47342827,47351083,47361562,47364346,47444179,
ARFGEF2	chr20	+	47538427	47653230	47538547,47557766,47558524,47568006,47569421,47570327,47580435,47582560,47585814,47587891,47588962,47589821,47591411,47592736,47601377,47602150,47604925,47605199,47605973,47606221,47607735,47611135,47612419,47614770,47615042,47621758,47626941,47628621,47630231,47630497,47632952,47633924,47634087,47635535,47639718,47642018,47645205,47648703,	47557736,47558401,47567860,47569242,47570093,47580367,47582409,47585684,47587657,47588863,47589682,47591303,47592553,47601266,47601945,47604841,47605028,47605822,47606093,47607577,47610988,47612320,47614730,47614873,47621607,47626769,47628461,47630101,47630368,47632817,47633786,47634033,47635421,47639588,47641850,47645067,47648586,47649560,
CSE1L	chr20	+	47662849	47713489	47662960,47675085,47679881,47682830,47683047,47683817,47685359,47686834,47688990,47689234,47691387,47692057,47693601,47695159,47700699,47701923,47704643,47705934,47706283,47707376,47707559,47708664,47710823,47711500,	47674990,47679739,47682729,47682902,47683727,47685252,47686742,47688823,47689105,47691322,47691855,47693517,47695098,47700563,47701820,47704546,47705784,47706075,47707279,47707474,47708583,47710677,47711269,47712886,
DDX27	chr20	+	47835832	47860612	47836078,47838135,47839553,47839970,47841528,47841736,47843072,47845425,47846886,47849942,47850246,47851625,47852768,47853047,47855592,47855875,47858524,47858743,47859218,47860240,	47837989,47839494,47839805,47841482,47841650,47842967,47845252,47846736,47849843,47850105,47851472,47852687,47852870,47855486,47855773,47858430,47858620,47859131,47860166,47860353,
SLC9A8	chr20	+	48429418	48508779	48429485,48431726,48439678,48456136,48461656,48466217,48467381,48472118,48479604,48481381,48491358,48494600,48497572,48500603,48503435,	48431545,48439598,48456078,48461573,48466116,48467347,48471975,48479466,48481276,48491242,48494518,48497461,48500383,48503289,48504366,
TMEM189-UBE2V1	chr20	-	48697661	48770174	48699451,48700791,48713357,48744724,48746227,48747484,48760158,	48700666,48713209,48744512,48746083,48747393,48760039,48770054,
TMEM189	chr20	-	48734791	48770271	48741716,48744724,48746227,48747484,48760158,	48744512,48746083,48747393,48760039,48770054,
PTPN1	chr20	+	49126891	49201778	49127127,49177990,49181606,49185015,49191191,49195166,49195866,49196463,49197997,	49177900,49181506,49184917,49191054,49194957,49195705,49196240,49197802,49199229,
BCAS4	chr20	+	49411531	49499213	49411710,49434819,49446917,49458437,	49434748,49446816,49458303,49493023,
ADNP	chr20	-	49505456	49547527	49511049,49518646,49520538,49521386,49545362,	49518554,49520426,49521303,49545188,49547363,
NFATC2	chr20	-	50003494	50159258	50007988,50049293,50051851,50052298,50071225,50090689,50092197,50133494,50140649,	50048604,50051725,50052243,50071085,50090517,50091995,50133323,50139620,50158909,
ZFP64	chr20	-	50700550	50808236	50701805,50705182,50713974,50715126,50776913,50781296,50782564,50803610,	50704931,50713912,50714977,50776662,50781234,50782403,50803371,50808130,
TSHZ2	chr20	+	51588946	52111869	51589872,51873110,	51870038,52103683,
DOK5	chr20	+	53092136	53267710	53092551,53171579,53205136,53205345,53208344,53227062,53260117,	53171472,53205022,53205226,53208155,53226927,53259997,53266954,
RTFDC1	chr20	+	55043647	55094505	55043822,55048451,55049827,55052180,55059245,55088484,55092045,55092257,	55048357,55049734,55052041,55059167,55088371,55091991,55092162,55093143,
BMP7	chr20	-	55743804	55841684	55746164,55748366,55750063,55758975,55777679,55803477,	55748256,55749987,55758778,55777531,55803285,55840761,
RBM38	chr20	+	55966463	55984389	55966874,55967833,55968389,	55967710,55968335,55982599,
CTCFL	chr20	-	56072220	56099923	56073757,56078657,56083844,56087808,56089797,56090890,56093947,56094433,56098334,	56078492,56083662,56087648,56089648,56090770,56093814,56094263,56098124,56098719,
PMEPA1	chr20	-	56223448	56284958	56227654,56228142,56234753,	56228089,56234599,56284530,
RAB22A	chr20	+	56884752	56942563	56885068,56886178,56918855,56928400,56928594,56929321,	56886099,56918774,56928329,56928488,56929212,56934662,
VAPB	chr20	+	56964178	57026157	56964573,56993419,57009761,57014081,57016139,	56993267,57009658,57014001,57015963,57019133,
STX16-NPEPL1	chr20	+	57226490	57290466	57227194,57234690,57242653,57243183,57244509,57245659,57246353,57248767,57266283,57266618,57266836,57268978,57269648,57273829,57274334,57276214,57280625,57282256,57287635,57288599,57289149,57289726,	57234679,57242546,57243043,57244347,57245568,57246210,57248687,57266090,57266461,57266780,57268793,57269478,57273740,57274253,57276072,57280554,57282179,57287535,57288476,57288973,57289616,57290224,
NPEPL1	chr20	+	57267669	57290900	57268106,57268978,57269648,57273829,57274334,57276214,57282256,57287635,57288599,57289149,57289726,	57268793,57269478,57273740,57274253,57276072,57282179,57287535,57288476,57288973,57289616,57290224,
ZNF831	chr20	+	57766075	57834168	57769812,57771060,57782111,57828193,	57770924,57781960,57828033,57828953,
PHACTR3	chr20	+	58179603	58422766	58180187,58318323,58322890,58330419,58342450,58348508,58349545,58381249,58411615,58415485,58416590,58420320,	58318162,58322813,58330237,58342241,58348334,58349298,58381096,58411560,58415424,58416450,58420244,58422170,
SYCP2	chr20	-	58438618	58508710	58439443,58440499,58440706,58440920,58441447,58441644,58442902,58443623,58443980,58445038,58449116,58450524,58452610,58453100,58455526,58456078,58456547,58457057,58457220,58461019,58461889,58467481,58467756,58468254,58468648,58470652,58471583,58475339,58475873,58476865,58482479,58486900,58487473,58489082,58489306,58490254,58490605,58491626,58494237,58494652,58495542,58496508,58497514,58507209,	58440443,58440628,58440862,58441348,58441550,58442766,58443468,58443890,58444853,58448911,58450326,58452440,58453063,58455358,58456021,58456492,58457000,58457150,58460983,58461762,58467045,58467623,58468197,58468579,58470492,58471484,58475193,58475799,58476717,58482419,58486805,58487428,58489030,58489164,58490220,58490520,58491541,58494213,58494548,58495414,58496365,58497445,58507117,58508624,
